"title","type","release_year","age_certification","runtime","genres","production_countries","imdb_score","imdb_votes","tmdb_popularity","tmdb_score"
"My Wonderful Life","MOVIE",2021,NA,99,"['romance', 'comedy', 'drama']","PL",5.8,626,4.228,4.5
"The Marked Heart","SHOW",2022,"TV-MA",44,"['thriller', 'drama']","CO",6.4,1824,273.963,8.074
"New Heights","SHOW",2021,"TV-MA",48,"['drama']","CH",6.7,525,8.664,7.9
"Life After Death with Tyler Henry","SHOW",2022,"TV-MA",43,"['reality']","US",5.9,913,2.222,5.5
"That’s My Time with David Letterman","SHOW",2022,"TV-MA",18,"['comedy']","US",6.7,140,1.868,7
"Pretend It's a City","SHOW",2021,"TV-14",29,"['comedy', 'documentation']","US",8.1,7296,3.576,7.6
"The Takedown","MOVIE",2022,NA,119,"['action', 'comedy', 'crime', 'drama']","FR",5.7,5948,312.312,6
"Q-Force","SHOW",2021,"TV-MA",27,"['animation', 'action', 'comedy', 'crime', 'fantasy', 'scifi']","US",6.3,5294,10.637,7.2
"The Summit of the Gods","MOVIE",2021,"PG",95,"['animation', 'thriller', 'drama', 'sport', 'history']","GLOBAL",7.5,5485,8.906,7.9
"Love Hard","MOVIE",2021,NA,104,"['romance', 'comedy']","US",6.3,49784,24.112,7.1
"Pete Davidson Presents: The Best Friends","MOVIE",2022,"PG-13",58,"['comedy', 'documentation']","US",4.7,569,3.503,7
"That Girl Lay Lay","SHOW",2021,"TV-G",22,"['comedy']","US",3.6,254,5.946,9.5
"The Pirates: The Last Royal Treasure","MOVIE",2022,NA,126,"['action', 'comedy', 'history']","KR",6,3367,94.042,6.6
"Blue Period","SHOW",2021,"TV-14",25,"['animation', 'drama']","JP",7.7,1956,8.106,7.7
"Kotaro Lives Alone","SHOW",2022,"TV-14",27,"['animation', 'drama', 'comedy']","JP",8.4,2281,13.897,6.9
"The Sound of Magic","SHOW",2022,"TV-14",69,"['scifi', 'drama', 'fantasy', 'music']","KR",7.7,2783,117.687,7.5
"Beckett","MOVIE",2021,"R",109,"['crime', 'thriller', 'action', 'drama']","GLOBAL",5.6,25703,86.212,6.3
"The Block Island Sound","MOVIE",2021,NA,98,"['scifi', 'horror', 'thriller']","US",5.3,7778,8.983,5.3
"Baki Hanma","SHOW",2021,"TV-MA",25,"['animation', 'action', 'drama', 'sport', 'thriller']","JP",6.6,1685,211.093,8.049
"Night Teeth","MOVIE",2021,NA,107,"['crime', 'drama', 'fantasy', 'horror', 'thriller', 'comedy', 'action']","GLOBAL",5.6,17526,68.073,6.5
"Super Crooks","SHOW",2021,"TV-MA",30,"['action', 'crime', 'fantasy', 'scifi', 'drama', 'animation']","JP",7.1,2254,6.317,7.2
"David A. Arnold: It Ain't for the Weak","MOVIE",2022,"R",78,"['comedy']","US",NA,NA,15.669,NA
"Our Beloved Summer","SHOW",2021,"TV-14",61,"['comedy', 'drama']","KR",NA,NA,17.209,8.9
"Cosmic Sin","MOVIE",2021,"R",88,"['action', 'scifi']","US",2.5,12517,98.432,4.2
"Cyber Hell: Exposing an Internet Horror","MOVIE",2022,NA,105,"['documentation', 'crime']","KR",6.5,1407,186.89,7.1
"Mom, Don't Do That!","SHOW",2022,"TV-MA",53,"['comedy', 'drama', 'romance']","TW",6.5,87,116.074,9
"America: The Motion Picture","MOVIE",2021,"R",98,"['action', 'animation', 'war', 'comedy', 'fantasy', 'history', 'scifi']","US",5.6,6349,68.439,5.8
"Like A Rolling Stone: The Life & Times of Ben Fong-Torres","MOVIE",2021,NA,102,"['documentation']","US",7.3,233,1.706,10
"SAS: Red Notice","MOVIE",2021,"R",124,"['thriller', 'action', 'drama']","GLOBAL",5.2,18190,89.579,5.9
"Vincenzo","SHOW",2021,NA,81,"['action', 'drama', 'comedy', 'crime', 'romance']","KR",8.4,16358,50.764,8.8
"Tyler Perry's A Madea Homecoming","MOVIE",2022,"R",105,"['comedy', 'drama', 'romance']","US",5.6,3697,68.483,6.7
"The God Committee","MOVIE",2021,NA,98,"['drama', 'thriller']","US",5.8,3964,13.632,7.1
"Thunder Force","MOVIE",2021,"PG-13",107,"['scifi', 'comedy', 'fantasy', 'action']","US",4.4,41508,47.631,5.7
"Sophie: A Murder in West Cork","SHOW",2021,"TV-14",55,"['documentation', 'crime', 'thriller', 'history']","GB",6.8,5234,6.016,6.5
"Dangerous Liaisons","MOVIE",2022,NA,109,"['romance', 'drama']","FR",3.9,1040,81.133,5.375
"He-Man and the Masters of the Universe","SHOW",2021,"TV-Y7",25,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy', 'scifi']","US",5.8,1679,22.627,7.078
"Awake","MOVIE",2021,"R",96,"['drama', 'scifi', 'thriller', 'action']","US",4.9,21498,89.154,6
"The Ultimatum: Marry or Move On","SHOW",2022,"TV-MA",49,"['reality']","US",5.4,1759,2.696,6.2
"Katla","SHOW",2021,"TV-MA",46,"['drama', 'thriller', 'scifi']","IS",7,13472,52.807,7.2
"The Last Bus","SHOW",2022,"TV-PG",35,"['scifi', 'comedy', 'drama', 'family', 'fantasy']","GB",5,590,3.658,8.2
"7 Prisoners","MOVIE",2021,"R",93,"['drama', 'crime']","BR",7.1,6877,95.706,7.1
"Tear Along the Dotted Line","SHOW",2021,"TV-14",19,"['drama', 'comedy', 'animation']","IT",8.7,8053,24.559,8.3
"He's All That","MOVIE",2021,"R",91,"['comedy', 'romance']","US",4.3,24253,79.838,6.8
"Pretty Guardians Sailor Moon Eternal The Movie","SHOW",2021,"TV-14",81,"['action']","JP",NA,NA,19.654,9.6
"Robin Robin","MOVIE",2021,"G",30,"['animation', 'action', 'family', 'music', 'comedy']","GB",7.2,1533,46.42,7.1
"Prayers for the Stolen","MOVIE",2021,"R",110,"['drama']","GLOBAL",7.3,1729,16.208,7.8
"Aziz Ansari: Nightclub Comedian","MOVIE",2022,"R",29,"['comedy']","US",7,2235,3.061,6.7
"Kuttavum Shikshayum","MOVIE",2022,NA,136,"['crime', 'drama', 'thriller', 'action']","IN",6.2,610,3.096,8.5
"Jump Like a Witch","SHOW",2022,"TV-PG",92,"['reality']","KR",NA,NA,1.62,5
"Trese","SHOW",2021,"TV-MA",29,"['horror', 'scifi', 'thriller', 'action', 'crime', 'fantasy', 'animation']","PH",7,3803,20.878,7.4
"WWII in Color: Road to Victory","SHOW",2021,NA,51,"['documentation', 'war', 'history']","GB",8.2,1684,8.514,7.9
"The House","MOVIE",2022,NA,31,"['thriller', 'animation', 'comedy', 'drama', 'horror', 'fantasy']","GB",6.9,9535,8.347,7
"The Royal Treatment","MOVIE",2022,NA,96,"['romance', 'comedy', 'family']","US",5.2,8803,83.831,6.747
"Schumacher","MOVIE",2021,NA,112,"['sport', 'documentation']","DE",7.4,22280,14.35,7.4
"There's Someone Inside Your House","MOVIE",2021,NA,96,"['horror', 'thriller']","US",4.8,15380,79.807,5.6
"Animal","SHOW",2021,"TV-PG",46,"['documentation']","GLOBAL",7.9,1181,4.822,8.5
"Stowaway","MOVIE",2021,"PG-13",117,"['thriller', 'action', 'scifi', 'drama']","GLOBAL",5.6,45090,23.376,5.875
"Hometown Cha-Cha-Cha","SHOW",2021,"TV-14",78,"['comedy', 'romance', 'drama']","KR",8.4,11060,40.151,8.2
"Ali Wong: Don Wong","MOVIE",2022,"R",59,"['comedy']","US",6.5,2352,6.125,6.9
"Jimmy Carr: His Dark Material","MOVIE",2021,NA,59,"['comedy']","GB",7.1,4775,4.254,6.6
"History of Swear Words","SHOW",2021,"TV-MA",21,"['documentation', 'comedy']","US",6.4,4877,5.6,7
"Ganglands","SHOW",2021,"TV-MA",46,"['action', 'crime', 'drama', 'thriller']","FR",7,2553,39.002,7.3
"Sweet Girl","MOVIE",2021,"R",110,"['action', 'drama', 'thriller']","US",5.5,31312,106.627,6.7
"DOTA: Dragon's Blood","SHOW",2021,"TV-MA",26,"['scifi', 'action', 'animation', 'fantasy', 'thriller']","US",7.8,17848,29.69,8
"Minnal Murali","MOVIE",2021,NA,158,"['comedy', 'action', 'drama', 'fantasy', 'scifi']","IN",8.1,24681,68.032,7.2
"Falling Into Your Smile","SHOW",2021,"TV-14",44,"['drama', 'comedy', 'romance']","CN",8.4,2267,39.102,9
"The Cook of Castamar","SHOW",2021,"TV-MA",55,"['drama']","ES",7.4,3807,11.161,7.1
"High-Rise Invasion","SHOW",2021,"TV-MA",26,"['thriller', 'action', 'animation', 'horror', 'scifi']","JP",6.6,2575,37.817,8.4
"Seaspiracy","MOVIE",2021,NA,89,"['documentation']","US",8.1,30307,7.09,7.9
"Viraata Parvam","MOVIE",2022,NA,150,"['romance', 'action', 'drama']","IN",8,2343,4.78,5
"Making Fun","SHOW",2022,"TV-PG",41,"['reality']","US",7.1,602,5.137,7
"Collision","MOVIE",2022,NA,99,"['drama', 'crime', 'thriller']","ZA",3.9,886,1194.149,5.946
"Operation Romeo","MOVIE",2022,NA,135,"['drama', 'thriller']","IN",6.2,642,3.913,5.3
"Angry Birds: Summer Madness","SHOW",2022,"TV-Y7",14,"['action', 'comedy', 'family', 'fantasy', 'animation']","US",5.8,620,17.106,7.3
"Pray Away","MOVIE",2021,"PG-13",101,"['documentation']","US",6.5,2888,10.176,7
"Moxie","MOVIE",2021,"PG-13",111,"['music', 'comedy', 'drama']","US",6.7,24720,20.59,7.431
"School of Chocolate","SHOW",2021,"TV-PG",40,"['reality']","US",7.6,1721,2.468,7.2
"Wish Dragon","MOVIE",2021,"PG",99,"['fantasy', 'animation', 'family', 'comedy', 'romance']","GLOBAL",7.2,25743,135.036,8.047
"Silverton Siege","MOVIE",2022,"PG-13",100,"['action', 'crime', 'drama', 'thriller']","ZA",6.2,3434,230.111,6.5
"Jaadugar","MOVIE",2022,NA,167,"['drama', 'fantasy', 'romance', 'sport', 'comedy']","IN",7.3,2563,27.48,6.2
"Good on Paper","MOVIE",2021,"R",92,"['comedy', 'romance']","US",5.6,11987,14.843,5.7
"Finding ʻOhana","MOVIE",2021,"PG",123,"['action', 'comedy', 'family']","US",6.1,10056,50.07,6.5
"Bruised","MOVIE",2021,"R",129,"['drama', 'sport', 'thriller']","GLOBAL",6.1,14293,29.914,7
"Green Snake","MOVIE",2021,NA,131,"['fantasy', 'animation', 'action']","CN",6.8,2348,15.949,8.5
"Hilda and the Mountain King","MOVIE",2021,NA,85,"['fantasy', 'family', 'animation', 'comedy', 'drama']","GLOBAL",7.7,2408,67.409,7.6
"Our Blues","SHOW",2022,"TV-MA",66,"['drama']","KR",8.5,1150,23.177,8.8
"As the Crow Flies","SHOW",2022,"TV-MA",46,"['drama', 'comedy']","TR",6.3,3039,7.481,7.9
"The Raincoat Killer: Chasing a Predator in Korea","SHOW",2021,"TV-MA",48,"['documentation', 'crime', 'history']","KR",6.4,2172,18.734,6.5
"Countdown: Inspiration4 Mission to Space","SHOW",2021,"TV-14",50,"['documentation']","US",7.9,1857,6.054,6.7
"Procession","MOVIE",2021,"R",118,"['documentation']","US",7.2,1148,6.708,5.8
"Diana: The Musical","MOVIE",2021,"PG-13",117,"['history', 'music', 'romance', 'drama']","US",4.2,1266,5.117,6.1
"Ben & Jody","MOVIE",2022,NA,114,"['action', 'thriller', 'drama', 'fantasy']","ID",5.4,222,5.486,5.7
"Bling Empire","SHOW",2021,"TV-MA",37,"['reality']","US",5.8,3052,7.476,8.2
"The Wasteland","MOVIE",2022,NA,91,"['thriller', 'horror', 'drama']","ES",4.6,3993,13.072,4.9
"High on the Hog: How African American Cuisine Transformed America","SHOW",2021,"TV-14",53,"['documentation']","US",NA,NA,3.237,8
"Standing Up","SHOW",2022,"TV-MA",47,"['comedy', 'drama']","FR",7.4,939,1.854,5.6
"Shiny_Flakes: The Teenage Drug Lord","MOVIE",2021,NA,96,"['documentation', 'crime']","DE",7.3,4699,10.72,7.8
"Pretty Smart","SHOW",2021,"TV-14",24,"['comedy', 'drama', 'romance']","US",5.8,4451,8.866,6.9
"Beyond Evil","SHOW",2021,"TV-MA",66,"['crime', 'thriller', 'drama']","KR",8.1,3010,16.207,8.4
"Forecasting Love and Weather","SHOW",2022,"TV-14",66,"['drama', 'romance']","KR",7.1,1617,13.284,8.7
"A Cop Movie","MOVIE",2021,"R",107,"['drama', 'crime', 'thriller', 'documentation', 'action']","MX",7,1739,10.354,7.3
"Money, Explained","SHOW",2021,"TV-14",23,"['documentation']","US",6.9,2223,14.952,7.6
"Rebelde","SHOW",2022,"TV-MA",40,"['drama', 'romance', 'family', 'comedy', 'music']","MX",6.2,2492,138.589,7.455
"Untold: Malice at the Palace","MOVIE",2021,"R",69,"['crime', 'documentation', 'sport']","US",7.5,7699,8.49,7
"On the Verge","SHOW",2021,"TV-MA",32,"['comedy', 'drama']","FR",6.4,2961,8.188,5.2
"A Classic Horror Story","MOVIE",2021,NA,95,"['horror', 'thriller', 'drama']","IT",NA,NA,62.411,5.9
"Colin in Black & White","SHOW",2021,"TV-14",32,"['drama', 'sport']","US",5.5,7282,29.999,6.682
"Photocopier","MOVIE",2021,NA,130,"['drama', 'thriller', 'crime']","ID",6.7,3010,54.805,7.007
"The Club","SHOW",2021,"TV-14",47,"['drama', 'comedy']","TR",7.9,7810,8.116,7.2
"Afterlife of the Party","MOVIE",2021,NA,109,"['fantasy', 'romance', 'comedy', 'drama']","US",5.8,8728,28.436,6.9
"Tribes of Europa","SHOW",2021,"TV-MA",47,"['scifi', 'drama', 'action', 'fantasy']","DE",6.7,12043,37.998,7.179
"F3: Fun and Frustration","MOVIE",2022,NA,148,"['comedy', 'romance', 'family']","IN",5.5,1199,11.729,6
"Blippi Wonders","SHOW",2021,"TV-Y",7,"['animation']","US",5.1,21,1.557,7
"Shaman King","SHOW",2021,"TV-PG",25,"['comedy', 'fantasy', 'animation', 'action', 'scifi']","JP",6.9,1728,56.636,8.3
"42 Days of Darkness","SHOW",2022,"TV-MA",46,"['drama', 'thriller', 'crime']","CL",6.5,1040,6.233,5.9
"A Farewell to Ozark","MOVIE",2022,"R",31,"['documentation']","US",NA,NA,11.964,6.2
"Welcome to Wedding Hell","SHOW",2022,"TV-14",37,"['drama', 'romance']","KR",6.9,89,4.417,9
"The Journalist","SHOW",2022,"TV-14",51,"['crime', 'drama', 'thriller']","JP",7,608,6.078,8.1
"Dirty Daddy: The Bob Saget Tribute","MOVIE",2022,"PG-13",83,"['comedy']","US",6.6,422,6.328,5.8
"Bulgasal: Immortal Souls","SHOW",2021,"TV-MA",71,"['scifi', 'action', 'drama', 'fantasy', 'thriller']","KR",7.3,2063,10.958,8.1
"House of Secrets: The Burari Deaths","SHOW",2021,"TV-MA",45,"['history', 'documentation', 'crime']","IN",7.4,9944,7.749,7.6
"Riverdance: The Animated Adventure","MOVIE",2021,NA,86,"['animation', 'comedy', 'fantasy']","CA",5.4,1815,113.987,5.7
"Thermae Romae Novae","SHOW",2022,"TV-MA",29,"['comedy', 'animation', 'fantasy', 'history']","JP",7,749,1.915,7.6
"Mandela","MOVIE",2021,NA,144,"['comedy', 'drama']","IN",NA,NA,3.11,7.5
"My Best Friend Anne Frank","MOVIE",2021,"PG-13",103,"['drama']","NL",6.2,4035,14.03,6.6
"Thar","MOVIE",2022,NA,108,"['action', 'thriller', 'drama', 'crime', 'western']","IN",6.1,4703,4.937,6.8
"An astrological guide for broken hearts","SHOW",2021,"TV-14",34,"['romance', 'comedy']","IT",7.1,3034,8.058,7
"Centaurworld","SHOW",2021,"TV-Y7",29,"['scifi', 'action', 'animation', 'comedy', 'family', 'fantasy']","US",7.6,2045,9.038,7.6
"Without Saying Goodbye","MOVIE",2022,NA,96,"['romance', 'comedy']","GLOBAL",5.7,2446,93.966,7.2
"Kingdom: Ashin of the North","MOVIE",2021,NA,92,"['fantasy', 'horror', 'thriller', 'action', 'drama']","KR",7.2,4890,62.804,7.459
"My Father's Violin","MOVIE",2022,NA,112,"['drama', 'music']","TR",6.4,3216,31.324,8
"Tiger King: The Doc Antle Story","SHOW",2021,"TV-MA",42,"['crime', 'documentation']","US",6.2,1564,4.16,6.5
"Love and Leashes","MOVIE",2022,"R",118,"['comedy', 'romance']","KR",6.3,4273,56.793,6.7
"Amend: The Fight for America","SHOW",2021,"TV-MA",58,"['war', 'documentation', 'history']","US",7.8,1281,14.953,7
"Juvenile Justice","SHOW",2022,"TV-MA",61,"['drama', 'crime']","KR",8,2633,63.286,8.2
"The Irregulars","SHOW",2021,"TV-14",53,"['crime', 'drama', 'fantasy', 'thriller', 'scifi']","GB",5.9,14927,10.125,7.5
"The King's Affection","SHOW",2021,"TV-14",65,"['drama']","KR",NA,NA,34.387,8.3
"Invisible City","SHOW",2021,"TV-MA",37,"['thriller', 'drama', 'crime', 'fantasy']","BR",7.7,18,10.14,7.1
"Marmaduke","MOVIE",2022,NA,88,"['animation', 'comedy', 'family']","GLOBAL",4.8,3394,185.553,5.905
"Nate Bargatze: The Greatest Average American","MOVIE",2021,NA,60,"['comedy']","US",7.3,1360,1.881,7.1
"The Privilege","MOVIE",2022,NA,107,"['scifi', 'thriller', 'drama', 'horror']","DE",4.6,4293,101.24,5
"The Orbital Children","SHOW",2022,"TV-14",32,"['scifi', 'animation', 'drama', 'fantasy']","JP",6.4,564,11.016,7.6
"More the Merrier","MOVIE",2021,NA,112,"['romance', 'comedy']","ES",5.4,3302,83.397,6.7
"My Little Pony: Make Your Mark","SHOW",2022,"TV-Y",45,"['comedy', 'scifi', 'music', 'animation', 'drama', 'family', 'fantasy']","US",6,136,400.035,8.1
"Dig Deeper: The Disappearance of Birgit Meier","SHOW",2021,NA,60,"['crime', 'documentation']","DE",7.3,1881,2.293,7.9
"Trees of Peace","MOVIE",2021,"NC-17",97,"['drama']","US",6.4,1104,118.558,7.3
"Surviving Death","SHOW",2021,"TV-MA",54,"['documentation', 'reality']","US",6.1,2028,0.6,6.8
"Two Distant Strangers","MOVIE",2021,"R",32,"['drama']","US",NA,NA,8.319,7.4
"Baby Fever","SHOW",2022,"TV-MA",32,"['drama', 'comedy', 'romance']","DK",6.2,532,7.276,6.3
"Who Rules The World","SHOW",2022,"TV-PG",42,"['drama', 'fantasy', 'romance']","CN",8.3,530,16.75,5.9
"Badhaai Do","MOVIE",2022,NA,147,"['comedy', 'drama', 'crime']","IN",7.1,16685,5.054,7
"Jane Fonda & Lily Tomlin: Ladies Night Live","MOVIE",2022,"PG-13",60,"['comedy', 'documentation']","US",5.5,268,2.912,5.7
"Mixtape","MOVIE",2021,NA,94,"['comedy', 'family', 'drama', 'romance']","US",6.6,3329,16.314,7.1
"Getting Curious with Jonathan Van Ness","SHOW",2022,"TV-MA",26,"['comedy', 'reality']","US",6.8,741,2.01,7.7
"The Sons of Sam: A Descent Into Darkness","SHOW",2021,"TV-MA",60,"['crime', 'documentation', 'history']","US",7,8500,10.533,7.3
"Open Your Eyes","SHOW",2021,"TV-MA",47,"['thriller', 'drama', 'scifi']","PL",6.5,1464,14.064,7.2
"Britney vs. Spears","MOVIE",2021,NA,93,"['documentation', 'music']","US",6.4,6924,6.985,7.2
"Spycraft","SHOW",2021,"TV-MA",34,"['documentation']","US",6.7,2044,7.337,6.9
"Deadly Illusions","MOVIE",2021,"R",114,"['thriller']","US",NA,NA,18.367,5.019
"Bullsh*t the Game Show","SHOW",2022,"TV-14",0,"['reality']","US",6.1,750,1.125,7.2
"Ranveer vs Wild with Bear Grylls","MOVIE",2022,"PG",70,"['documentation']","IN",7.3,2024,9.73,6
"Dear Friend","MOVIE",2022,NA,118,"['comedy', 'drama', 'romance']","IN",5.9,251,2.299,5.5
"Marilyn's Eyes","MOVIE",2021,NA,110,"['comedy', 'drama']","IT",6.6,1396,6.821,6.8
"Prey","MOVIE",2021,NA,87,"['drama', 'thriller']","DE",4.3,7360,48.888,4.6
"Misha and the Wolves","MOVIE",2021,"PG-13",90,"['documentation', 'drama']","GLOBAL",6.7,2474,12.641,7.2
"EDENS ZERO","SHOW",2021,"TV-14",24,"['scifi', 'animation', 'comedy', 'action']","JP",NA,NA,24.758,7.8
"The Kissing Booth 3","MOVIE",2021,"PG-13",112,"['romance', 'comedy']","GLOBAL",4.7,16307,93.277,7.1
"Sisyphus","SHOW",2021,NA,71,"['drama', 'thriller', 'action', 'scifi', 'fantasy']","KR",7,3815,13.956,7.2
"Baking Impossible","SHOW",2021,"TV-PG",49,"['reality']","US",7,1114,4.722,6.3
"The Loud House Movie","MOVIE",2021,"G",83,"['comedy', 'action', 'family', 'animation', 'fantasy', 'drama', 'music', 'thriller']","US",6.1,2027,88.011,7.6
"Inspector Koo","SHOW",2021,"TV-14",69,"['comedy', 'drama', 'thriller', 'crime', 'action']","KR",6.9,619,18.817,7.3
"Fever Dream","MOVIE",2021,"R",93,"['drama', 'horror', 'thriller']","GLOBAL",5.4,1906,30.42,5.9
"Blue Miracle","MOVIE",2021,NA,95,"['family', 'action', 'drama']","GLOBAL",6.6,6778,17.953,7.6
"Home2Home","MOVIE",2022,NA,110,"['documentation', 'action', 'european']","DE",7.9,136,1.908,7
"Misfit: The Series","SHOW",2021,NA,24,"['comedy']","NL",7.1,77,2.178,8.3
"The Lost Pirate Kingdom","SHOW",2021,"TV-MA",43,"['documentation', 'drama', 'history']","US",6.6,2804,6.297,7.7
"Green Mothers' Club","SHOW",2022,NA,70,"['drama', 'thriller']","KR",6.5,120,5.439,6.2
"83","MOVIE",2021,NA,163,"['drama', 'history', 'sport']","IN",7.5,35093,10.441,7
"Rurouni Kenshin: The Beginning","MOVIE",2021,"R",138,"['action', 'drama']","JP",7.4,8273,124.417,7.8
"Honeymoon With My Mother","MOVIE",2022,NA,110,"['comedy']","ES",5.8,2660,78.984,6.23
"Mr. Good: Cop or Crook?","SHOW",2022,"TV-14",51,"['documentation', 'crime']","NO",6.9,369,2.821,5.4
"Death to 2021","MOVIE",2021,NA,60,"['comedy']","GLOBAL",6.3,14529,8.126,6
"Vengeance Is Mine, All Others Pay Cash","MOVIE",2021,NA,114,"['romance', 'drama', 'action', 'comedy']","ID",7,559,2.51,7.8
"Rhythm + Flow France","SHOW",2022,"TV-MA",42,"['reality', 'music']","FR",6.3,92,11.242,8.5
"The Getaway King","MOVIE",2021,NA,100,"['drama', 'action', 'comedy', 'crime']","PL",6.5,1812,5.27,6.8
"Yaksha: Ruthless Operations","MOVIE",2022,NA,125,"['action', 'crime', 'thriller']","KR",6.2,3146,332.936,6.2
"Outside the Wire","MOVIE",2021,"R",116,"['action', 'scifi', 'thriller', 'fantasy']","US",5.4,42078,87.801,6.4
"Saturday Morning All Star Hits!","SHOW",2021,"TV-14",23,"['animation', 'comedy']","US",7.5,948,2.598,6.3
"The Minimalists: Less Is Now","MOVIE",2021,NA,53,"['documentation']","US",5.9,4108,7.565,6.5
"The Devil Below","MOVIE",2021,"R",89,"['horror', 'thriller']","US",4.2,4366,7.841,5.1
"The Seventh Day","MOVIE",2021,"R",87,"['horror']","US",4.5,4403,60.598,5.5
"Yasuke","SHOW",2021,"TV-MA",29,"['drama', 'action', 'scifi', 'animation', 'fantasy', 'thriller']","US",6.2,5150,8.838,7.81
"Chicago Party Aunt","SHOW",2021,"TV-MA",23,"['animation', 'comedy']","US",5.3,1488,4.25,6.5
"Thirty-Nine","SHOW",2022,"TV-MA",73,"['drama', 'romance']","KR",7.9,150,6.647,9.4
"Sky Rojo","SHOW",2021,"TV-MA",27,"['drama', 'thriller', 'action', 'crime']","ES",6.5,8706,39.825,7.7
"Money Heist: From Tokyo to Berlin","SHOW",2021,"TV-MA",53,"['documentation', 'crime', 'drama']","ES",7.7,890,712.899,7.391
"Extinct","MOVIE",2021,NA,85,"['animation', 'comedy', 'family', 'action']","GLOBAL",5.4,2590,61.643,6.4
"The Fable: The Killer Who Doesn't Kill","MOVIE",2021,NA,132,"['action', 'comedy', 'thriller']","JP",6.8,1486,5.818,6.9
"Rurouni Kenshin: The Final","MOVIE",2021,"PG-13",139,"['drama', 'action']","JP",7.2,8614,64.962,7.9
"Headspace Guide to Meditation","SHOW",2021,"TV-G",22,"['documentation', 'animation']","US",8.4,1568,4.774,7.7
"Bruna Louise: Demolition","MOVIE",2022,NA,65,"['comedy', 'documentation']","BR",4.5,51,2.735,6.4
"Mine","SHOW",2021,"TV-14",70,"['thriller', 'drama']","KR",7.7,1169,11.801,7.5
"Sex, Love & Goop","SHOW",2021,"TV-MA",35,"['reality', 'comedy', 'romance']","US",4.7,768,5.597,5.9
"Love is Blind: Japan","SHOW",2022,"TV-PG",57,"['reality', 'romance']","JP",7.1,535,2.581,7.5
"Generation 56K","SHOW",2021,"TV-14",30,"['drama', 'romance', 'comedy']","IT",7.4,2427,5.375,7.3
"To All the Boys: Always and Forever","MOVIE",2021,"PG-13",115,"['romance', 'comedy', 'drama']","US",6.3,25191,53.199,7.7
"Elves","SHOW",2021,"TV-14",24,"['thriller', 'family', 'drama', 'fantasy', 'horror', 'scifi']","DK",5.5,4165,45.71,7
"Aileen Wuornos: American Boogeywoman","MOVIE",2021,"R",85,"['thriller', 'drama', 'horror']","US",3.7,1538,6.83,5.4
"Tall Girl 2","MOVIE",2022,NA,97,"['comedy', 'romance', 'drama', 'family']","US",4.7,4356,52.544,5.8
"Insiders","SHOW",2021,"TV-MA",46,"['reality']","ES",4.2,742,4.397,6.9
"Top Secret UFO Projects: Declassified","SHOW",2021,"TV-PG",44,"['documentation']","GB",5.5,1426,22.071,7.3
"Dirty Lines","SHOW",2022,"TV-MA",46,"['drama', 'history']","NL",7.4,1840,5.758,8.3
"Nobody Sleeps in the Woods Tonight 2","MOVIE",2021,NA,97,"['horror', 'thriller', 'comedy']","PL",3.9,3641,100.747,4.1
"Crime Scene: The Times Square Killer","SHOW",2021,"TV-MA",49,"['thriller', 'documentation', 'crime', 'history']","US",6.5,3974,5.848,7.125
"Chip and Potato: Chip's Holiday","MOVIE",2022,NA,24,"['family', 'animation']","CA",NA,NA,305.336,5.8
"Samurai Rabbit: The Usagi Chronicles","SHOW",2022,"TV-Y7",25,"['animation', 'action', 'comedy', 'family', 'fantasy', 'scifi']","US",6.5,407,5.716,6.7
"Sharkdog","SHOW",2021,"TV-Y",23,"['animation', 'comedy', 'family']","GLOBAL",5.8,168,36.732,9.3
"Nevertheless,","SHOW",2021,NA,70,"['drama', 'romance']","KR",7.2,4939,47.096,8
"A Week Away","MOVIE",2021,NA,94,"['drama', 'family', 'romance']","US",5.7,4608,30.453,7
"Eden","SHOW",2021,"TV-PG",25,"['animation', 'drama', 'scifi', 'reality', 'family', 'fantasy', 'action']","JP",6.6,1159,11.578,7
"Last Chance U: Basketball","SHOW",2021,"TV-MA",57,"['documentation', 'sport']","US",8.3,2531,9.485,7.7
"Jana Gana Mana","MOVIE",2022,NA,161,"['drama', 'thriller', 'crime']","IN",8.3,9167,6.712,7.9
"Snabba Cash","SHOW",2021,"TV-MA",43,"['crime', 'drama', 'thriller', 'action']","SE",7.6,8380,6.964,7.1
"Single All the Way","MOVIE",2021,NA,99,"['romance', 'comedy', 'drama']","CA",6.1,15190,40.516,6.5
"Dhamaka","MOVIE",2021,NA,104,"['thriller', 'crime', 'drama', 'action']","IN",7.2,40263,72.416,7.3
"Back to 15","SHOW",2022,"TV-14",0,"['drama', 'comedy']","BR",6.6,662,5.829,6.3
"Monster","MOVIE",2021,"R",98,"['drama', 'crime']","GLOBAL",6.5,5770,14.441,6.5
"Never Back Down: Revolt","MOVIE",2021,"R",89,"['action', 'crime', 'drama', 'sport']","US",4,535,81.744,6.6
"Aranyak","SHOW",2021,"TV-MA",43,"['thriller', 'drama', 'crime']","IN",7.9,7629,4.389,7.7
"Devotion, a Story of Love and Desire","SHOW",2022,"TV-MA",40,"['drama', 'romance']","IT",6.4,1500,13.644,6.8
"Untold: Breaking Point","MOVIE",2021,"R",79,"['documentation', 'sport']","US",7.6,2490,5.385,8
