"genres","word","sentiment","n"
"Drama","painfully","negative",859
"Drama","straightforward","positive",857
"Action & Adventure","succeeds","positive",855
"Drama","joke","negative",855
"Science Fiction & Fantasy","fantastic","positive",855
"Drama","rough","negative",854
"Science Fiction & Fantasy","super","positive",852
"Action & Adventure","bland","negative",851
"Drama","badly","negative",848
"Kids & Family","cute","positive",846
"Action & Adventure","grand","positive",845
"Drama","glory","positive",845
"Drama","strangely","negative",845
"Romance","easy","positive",845
"Mystery & Suspense","kill","negative",844
"Science Fiction & Fantasy","lack","negative",844
"Science Fiction & Fantasy","sweet","positive",844
"Action & Adventure","fascinating","positive",843
"Action & Adventure","intriguing","positive",841
"Drama","dangerous","negative",841
"Drama","favorite","positive",841
"Art House & International","slow","negative",839
"Science Fiction & Fantasy","intriguing","positive",839
"Science Fiction & Fantasy","romantic","positive",839
"Action & Adventure","ambitious","positive",837
"Romance","beauty","positive",837
"Action & Adventure","furious","negative",836
"Drama","superior","positive",836
"Comedy","bizarre","negative",834
"Drama","guilty","negative",833
"Mystery & Suspense","beautifully","positive",833
"Drama","desperate","negative",832
"Art House & International","beauty","positive",831
"Romance","strong","positive",830
"Science Fiction & Fantasy","magical","positive",830
"Action & Adventure","inventive","positive",828
"Drama","confused","negative",828
"Action & Adventure","brutal","negative",826
"Drama","loose","negative",826
"Drama","fair","positive",825
"Science Fiction & Fantasy","brilliant","positive",825
"Drama","stuck","negative",824
"Drama","breathtaking","positive",823
"Comedy","break","negative",822
"Action & Adventure","stylish","positive",820
"Drama","nasty","negative",819
"Mystery & Suspense","memorable","positive",819
"Romance","engaging","positive",819
"Drama","compassion","positive",818
"Drama","super","positive",818
"Science Fiction & Fantasy","thrills","positive",818
"Comedy","complex","negative",817
"Action & Adventure","romantic","positive",816
"Drama","trouble","negative",816
"Action & Adventure","punch","negative",815
"Comedy","hero","positive",813
"Drama","sophisticated","positive",812
"Mystery & Suspense","thrill","positive",812
"Comedy","outrageous","negative",811
"Drama","originality","positive",810
"Science Fiction & Fantasy","wonderful","positive",810
"Action & Adventure","utterly","negative",808
"Science Fiction & Fantasy","ambitious","positive",808
"Drama","awards","positive",807
"Drama","imaginative","positive",806
"Horror","strong","positive",806
"Mystery & Suspense","sharp","positive",806
"Drama","charismatic","positive",805
"Drama","simplistic","negative",805
"Musical & Performing Arts","funny","negative",805
"Mystery & Suspense","engrossing","positive",804
"Science Fiction & Fantasy","charming","positive",804
"Action & Adventure","intelligent","positive",803
"Mystery & Suspense","brutal","negative",803
"Drama","cry","negative",802
"Comedy","win","positive",801
"Drama","ready","positive",801
"Drama","convoluted","negative",800
"Horror","thrills","positive",800
"Drama","false","negative",799
"Mystery & Suspense","terror","negative",799
"Action & Adventure","strange","negative",796
"Drama","celebration","positive",796
"Animation","clever","positive",795
"Comedy","lively","positive",795
"Action & Adventure","flaws","negative",794
"Drama","courage","positive",794
"Art House & International","modern","positive",793
"Drama","dirty","negative",792
"Horror","solid","positive",792
"Comedy","satirical","negative",791
"Drama","soft","positive",791
"Drama","terror","negative",791
"Action & Adventure","ready","positive",790
"Science Fiction & Fantasy","dead","negative",790
"Drama","admire","positive",789
"Mystery & Suspense","pure","positive",789
"Romance","fans","positive",789
"Action & Adventure","happy","positive",788
"Science Fiction & Fantasy","proves","positive",788
"Comedy","grace","positive",787
"Drama","exquisite","positive",787
"Drama","suffering","negative",787
"Action & Adventure","tough","positive",786
"Drama","uncomfortable","negative",786
"Drama","wise","positive",786
"Art House & International","classic","positive",785
"Documentary","engaging","positive",785
"Romance","modern","positive",785
"Action & Adventure","witty","positive",784
"Comedy","friendly","positive",784
"Comedy","waste","negative",784
"Drama","confident","positive",783
"Drama","honesty","positive",783
"Drama","meaningful","positive",783
"Horror","hell","negative",783
"Mystery & Suspense","nice","positive",783
"Science Fiction & Fantasy","strange","negative",783
"Drama","richly","positive",782
"Drama","patience","positive",781
"Science Fiction & Fantasy","easy","positive",781
"Comedy","punch","negative",780
"Drama","farce","negative",780
"Drama","warmth","positive",780
"Mystery & Suspense","worse","negative",780
"Action & Adventure","exhilarating","positive",779
"Comedy","fiction","negative",779
"Mystery & Suspense","perfectly","positive",779
"Drama","spirited","positive",778
"Action & Adventure","dazzling","positive",777
"Comedy","enjoyed","positive",777
"Drama","poorly","negative",776
"Comedy","intelligence","positive",775
"Drama","golden","positive",774
"Drama","nonsense","negative",774
"Action & Adventure","tedious","negative",773
"Drama","nightmare","negative",773
"Drama","prison","negative",773
"Drama","twisted","negative",773
"Horror","slow","negative",773
"Action & Adventure","gritty","negative",772
"Comedy","zombie","negative",772
"Action & Adventure","enjoyed","positive",770
"Drama","stellar","positive",770
"Kids & Family","perfect","positive",769
"Mystery & Suspense","unsettling","negative",769
"Art House & International","engaging","positive",768
"Mystery & Suspense","monster","negative",768
"Action & Adventure","cheesy","negative",767
"Comedy","wildly","negative",767
"Drama","homage","positive",767
"Art House & International","fans","positive",766
"Drama","pointless","negative",766
"Drama","smile","positive",765
"Action & Adventure","beauty","positive",764
"Action & Adventure","leads","positive",763
"Action & Adventure","miss","negative",763
"Action & Adventure","fairly","positive",762
"Animation","sweet","positive",762
"Comedy","masterpiece","positive",762
"Action & Adventure","scary","negative",761
"Comedy","tedious","negative",761
"Mystery & Suspense","leads","positive",760
"Comedy","leading","positive",759
"Comedy","hate","negative",758
"Comedy","pleasing","positive",758
"Drama","burn","negative",756
"Drama","exploitation","negative",756
"Action & Adventure","kill","negative",755
"Science Fiction & Fantasy","imaginative","positive",755
"Drama","confusing","negative",754
"Drama","expertly","positive",754
"Mystery & Suspense","haunting","negative",754
"Mystery & Suspense","stupid","negative",753
"Science Fiction & Fantasy","beauty","positive",752
"Drama","hollow","negative",751
"Science Fiction & Fantasy","masterpiece","positive",751
"Action & Adventure","mediocre","negative",750
"Action & Adventure","mystery","negative",750
"Comedy","cynical","negative",750
"Romance","beautifully","positive",750
"Action & Adventure","lacking","negative",749
"Comedy","doubt","negative",749
"Comedy","offensive","negative",749
"Science Fiction & Fantasy","worthy","positive",747
"Mystery & Suspense","ambitious","positive",746
"Animation","beautiful","positive",745
"Drama","anger","negative",745
"Comedy","exciting","positive",741
"Comedy","intriguing","positive",741
"Animation","fans","positive",740
"Drama","indulgent","positive",739
"Mystery & Suspense","utterly","negative",739
"Horror","scare","negative",738
"Horror","worst","negative",738
"Action & Adventure","joke","negative",737
"Kids & Family","worth","positive",737
"Science Fiction & Fantasy","decent","positive",737
"Action & Adventure","success","positive",736
"Drama","concerned","negative",736
"Science Fiction & Fantasy","pure","positive",735
"Drama","vibrant","positive",733
"Science Fiction & Fantasy","death","negative",733
"Action & Adventure","hot","positive",732
"Drama","preposterous","negative",732
"Action & Adventure","goofy","negative",731
"Drama","darkness","negative",731
"Special Interest","hard","negative",731
"Science Fiction & Fantasy","dumb","negative",729
"Mystery & Suspense","rich","positive",727
"Comedy","loved","positive",726
"Drama","inspiration","positive",726
"Horror","top","positive",726
"Comedy","lacking","negative",725
"Drama","revelation","positive",725
"Drama","trust","positive",725
"Horror","smart","positive",725
"Comedy","absurd","negative",724
"Mystery & Suspense","disaster","negative",724
"Action & Adventure","tired","negative",723
"Horror","scream","negative",722
"Action & Adventure","delight","positive",721
"Drama","evocative","positive",721
"Science Fiction & Fantasy","terrific","positive",721
"Art House & International","sweet","positive",720
"Drama","surreal","positive",720
"Action & Adventure","cheap","negative",718
"Art House & International","charming","positive",718
"Comedy","talents","positive",718
"Comedy","warmth","positive",718
"Comedy","fantastic","positive",717
"Drama","energetic","positive",716
"Mystery & Suspense","awful","negative",716
"Comedy","shallow","negative",715
"Drama","lean","positive",715
"Science Fiction & Fantasy","appeal","positive",715
"Action & Adventure","intelligence","positive",714
"Animation","enjoy","positive",714
"Mystery & Suspense","disappointing","negative",714
"Comedy","flaws","negative",711
"Art House & International","pretty","positive",710
"Comedy","annoying","negative",710
"Mystery & Suspense","succeeds","positive",710
"Science Fiction & Fantasy","nice","positive",710
"Action & Adventure","mindless","negative",709
"Comedy","painfully","negative",709
"Drama","wasted","negative",709
"Comedy","stuck","negative",708
"Drama","mad","negative",708
"Comedy","superb","positive",706
"Drama","heroine","positive",706
"Drama","passionate","positive",706
"Kids & Family","silly","negative",706
"Science Fiction & Fantasy","creative","positive",706
"Comedy","modest","positive",705
"Drama","precious","positive",705
"Drama","darker","negative",704
"Drama","gifted","positive",704
"Drama","inevitable","negative",704
"Drama","dread","negative",703
"Science Fiction & Fantasy","falls","negative",703
"Art House & International","complex","negative",702
"Drama","flair","negative",701
"Drama","irony","negative",701
"Science Fiction & Fantasy","slow","negative",701
"Art House & International","fine","positive",700
"Drama","greatness","positive",700
"Horror","modern","positive",699
"Mystery & Suspense","genuine","positive",698
"Science Fiction & Fantasy","wrong","negative",698
"Comedy","originality","positive",697
"Drama","bore","negative",697
"Kids & Family","beautiful","positive",697
"Mystery & Suspense","nasty","negative",697
"Action & Adventure","awesome","positive",696
"Comedy","subversive","negative",696
"Horror","frightening","negative",695
"Science Fiction & Fantasy","evil","negative",695
